,locality,Economic  Factor,Sentiment Score,Sentiment,location,Quarter Period,Year,min_price,max_price,Average Price,Risk
4338,Nala Sopara,High vacancy rates and limited economic opportunities; increased investment risk due to lower demand.,-0.25,Neutral,Nala Sopara,Jul-Sep,2030.0,4128.723145,6377.488917,5253.041667,High
4339,Nala Sopara,High vacancy rates and limited economic opportunities; increased investment risk due to lower demand.,-0.25,Neutral,Nala Sopara,Oct-Dec,2030.0,4159.248836,6424.640845,5291.88,High
4340,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2024.0,4001.838065,6281.583552,5141.67,High
4341,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2024.0,3984.715139,6254.70613,5119.67,High
4342,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2024.0,4177.826077,6557.827463,5367.784167,High
4343,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2024.0,4148.223521,6511.361083,5329.75,High
4344,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2025.0,4287.958275,6730.699178,5509.285,High
4345,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2025.0,4293.375347,6739.202217,5516.245,High
4346,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2025.0,3937.208098,6180.135535,5058.631667,High
4347,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2025.0,3831.008984,6013.437483,4922.184167,High
4348,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2026.0,3712.476174,5827.379542,4769.89,High
4349,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2026.0,3739.047843,5869.088415,4804.03,High
4350,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2026.0,3830.748897,6013.029231,4921.85,High
4351,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2026.0,3801.873417,5967.704123,4884.75,High
4352,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2027.0,3764.498738,5909.038039,4836.73,High
4353,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2027.0,3888.141834,6103.117465,4995.59,High
4354,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2027.0,3884.343657,6097.155564,4990.71,High
4355,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2027.0,3853.133232,6048.165353,4950.61,High
4356,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2028.0,3799.888714,5964.588785,4882.2,High
4357,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2028.0,3880.607746,6091.291399,4985.91,High
4358,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2028.0,3811.617918,5982.99982,4897.27,High
4359,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2028.0,3811.12758,5982.230148,4896.64,High
4360,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2029.0,3780.570939,5934.266166,4857.38,High
4361,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2029.0,3962.525383,6219.875433,5091.16,High
4362,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2029.0,3903.980541,6127.979081,5015.94,High
4363,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2029.0,3887.04441,6101.394867,4994.18,High
4364,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jan-Mar,2030.0,4001.838065,6281.583552,5141.67,High
4365,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Apr-Jun,2030.0,3984.715139,6254.70613,5119.67,High
4366,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Jul-Sep,2030.0,4177.826077,6557.827463,5367.784167,High
4367,Nalasopara East,Similar to Nala Sopara; limited appeal for buyers due to economic factors and older properties.,-0.2263,Neutral,Nalasopara East,Oct-Dec,2030.0,4148.223521,6511.361083,5329.75,High
4368,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2024.0,4077.151777,6222.688223,5149.92,High
4369,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2024.0,4054.295621,6187.804379,5121.05,High
4370,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2024.0,4184.509111,6386.540651,5285.524881,High
4371,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2024.0,4169.213616,6363.196146,5266.204881,High
4372,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2025.0,4319.771146,6592.982187,5456.376667,High
4373,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2025.0,4276.441829,6526.851504,5401.646667,High
4374,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2025.0,3842.740805,5864.922195,4853.8315,High
4375,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2025.0,3832.153542,5848.763553,4840.458548,High
4376,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2026.0,3545.387923,5411.092077,4478.24,High
4377,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2026.0,3646.613695,5565.586305,4606.1,High
4378,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2026.0,3633.938702,5546.241298,4590.09,High
4379,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2026.0,3651.791362,5573.488638,4612.64,High
4380,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2027.0,3640.68392,5556.53608,4598.61,High
4381,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2027.0,3733.779012,5698.620988,4716.2,High
4382,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2027.0,3821.458929,5832.441071,4826.95,High
4383,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2027.0,3790.575014,5785.304986,4787.94,High
4384,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2028.0,3796.544374,5794.415626,4795.48,High
4385,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2028.0,3950.164339,6028.875661,4989.52,High
4386,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2028.0,3863.803909,5897.069424,4880.436667,High
4387,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2028.0,3820.160554,5830.459446,4825.31,High
4388,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2029.0,3803.519183,5805.060817,4804.29,High
4389,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2029.0,4027.488922,6146.891078,5087.19,High
4390,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2029.0,3990.295219,6090.124781,5040.21,High
4391,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2029.0,3983.336245,6079.503755,5031.42,High
4392,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jan-Mar,2030.0,4077.151777,6222.688223,5149.92,High
4393,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Apr-Jun,2030.0,4054.295621,6187.804379,5121.05,High
4394,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Jul-Sep,2030.0,4184.509111,6386.540651,5285.524881,High
4395,Nalasopara West,"Low demand and high supply characterize this locality, leading to higher investment risks.",-0.5719,Neutral,Nalasopara West,Oct-Dec,2030.0,4169.213616,6363.196146,5266.204881,High
4396,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2024.0,14089.89223,25639.21082,19864.67,Moderate
4397,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2024.0,14009.87677,25493.60763,19751.86,Moderate
4398,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2024.0,14160.16199,25767.07987,19963.74,Moderate
4399,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2024.0,14398.98839,26201.66946,20300.45,Moderate
4400,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2025.0,17355.79235,31582.13077,24469.1075,Moderate
4401,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2025.0,16639.58269,30278.85248,23459.3575,Moderate
4402,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2025.0,16860.71894,30681.25151,23771.127,Moderate
4403,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2025.0,15519.6594,28240.94128,21880.43083,Moderate
4404,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2026.0,13949.29597,25383.36945,19666.45,Moderate
4405,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2026.0,14031.21234,25532.4317,19781.94,Moderate
4406,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2026.0,14212.14616,25861.67484,20037.03,Moderate
4407,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2026.0,13923.8465,25337.05935,19630.57,Moderate
4408,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2027.0,12816.11361,23321.33087,18068.83,Moderate
4409,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2027.0,13284.51012,24173.66648,18729.2,Moderate
4410,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2027.0,13317.49229,24233.68375,18775.7,Moderate
4411,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2027.0,13166.32754,23958.61104,18562.58,Moderate
4412,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2028.0,12613.53923,22952.70865,17783.23,Moderate
4413,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2028.0,12620.53996,22965.4478,17793.1,Moderate
4414,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2028.0,12724.33805,23154.32797,17939.44,Moderate
4415,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2028.0,12611.92913,22949.77878,17780.96,Moderate
4416,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2029.0,14342.75556,26099.34324,20221.17,Moderate
4417,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2029.0,14510.65965,26404.87633,20457.89,Moderate
4418,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2029.0,14223.53742,25882.40339,20053.09,Moderate
4419,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2029.0,14236.72319,25906.39739,20071.68,Moderate
4420,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jan-Mar,2030.0,14089.89223,25639.21082,19864.67,Moderate
4421,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Apr-Jun,2030.0,14009.87677,25493.60763,19751.86,Moderate
4422,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Jul-Sep,2030.0,14160.16199,25767.07987,19963.74,Moderate
4423,Oshiwara,A developing locality with a mix of residential and commercial options; balanced demand supports stability.,0.25,Positive,Oshiwara,Oct-Dec,2030.0,14398.98839,26201.66946,20300.45,Moderate
4424,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2024.0,39167.75881,65703.50818,52435.59,Low
4425,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2024.0,37241.43041,62472.11231,49856.73,Low
4426,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2024.0,37194.03672,62392.60989,49793.282,Low
4427,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2024.0,40281.34016,67571.52931,53926.39,Low
4428,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2025.0,37396.63562,62732.46744,50064.51,Low
4429,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2025.0,36033.16029,60445.25174,48239.166,Low
4430,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2025.0,34745.53389,58285.27185,46515.36429,Low
4431,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2025.0,33838.27562,56763.35553,45300.778,Low
4432,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2026.0,33619.16124,56395.79343,45007.44,Low
4433,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2026.0,33030.01934,55407.51402,44218.73,Low
4434,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2026.0,34108.26905,57216.2667,45662.23,Low
4435,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2026.0,33347.64548,55940.32858,44643.95,Low
4436,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2027.0,34371.51586,57657.86048,46014.65,Low
4437,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2027.0,34130.9545,57254.32131,45692.6,Low
4438,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2027.0,35226.16041,59091.51783,47158.8,Low
4439,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2027.0,32778.04429,54984.82851,43881.4,Low
4440,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2028.0,36056.77496,60484.86512,48270.78,Low
4441,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2028.0,35424.85415,59424.82453,47424.8,Low
4442,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2028.0,35436.7745,59444.82078,47440.75829,Low
4443,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2028.0,33908.97773,56881.95758,45395.43,Low
4444,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2029.0,38542.99396,64655.47164,51599.19,Low
4445,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2029.0,38167.97072,64026.37405,51097.13,Low
4446,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2029.0,38233.48737,64136.27755,51184.84,Low
4447,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2029.0,40784.16979,68415.02079,54599.55,Low
4448,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jan-Mar,2030.0,39167.75881,65703.50818,52435.59,Low
4449,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Apr-Jun,2030.0,37241.43041,62472.11231,49856.73,Low
4450,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Jul-Sep,2030.0,37194.03672,62392.60989,49793.282,Low
4451,Pali Hill,High demand for luxury properties; strong economic growth and stability make it a prime investment choice.,0.6597,Positive,Pali Hill,Oct-Dec,2030.0,40281.34016,67571.52931,53926.39,Low
4452,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2024.0,13938.00287,24209.12284,19073.62,Moderate
4453,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2024.0,14024.2384,24358.9066,19191.63,Moderate
4454,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2024.0,13931.96592,24198.63717,19065.35867,Moderate
4455,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2024.0,13996.12069,24310.06854,19153.152,Moderate
4456,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2025.0,16350.94986,28400.20606,22375.645,Moderate
4457,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2025.0,16190.9892,28122.36803,22156.745,Moderate
4458,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2025.0,14628.40578,25408.29384,20018.40979,Moderate
4459,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2025.0,14609.37594,25375.24064,19992.36819,Moderate
4460,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2026.0,14630.07935,25411.20068,20020.7,Moderate
4461,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2026.0,15250.24295,26488.372,20869.37,Moderate
4462,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2026.0,15387.07162,26726.03173,21056.61476,Moderate
4463,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2026.0,15322.06083,26613.11353,20967.65,Moderate
4464,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2027.0,13838.90618,24037.00034,18938.01,Moderate
4465,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2027.0,15527.13785,26969.31483,21248.29,Moderate
4466,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2027.0,15186.85894,26378.27938,20782.63143,Moderate
4467,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2027.0,15124.17437,26269.40161,20696.85,Moderate
4468,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2028.0,14403.89103,25018.33086,19711.17,Moderate
4469,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2028.0,14916.85395,25909.30373,20413.14,Moderate
4470,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2028.0,13391.73137,23260.29581,18326.0685,Moderate
4471,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2028.0,13274.91515,23057.39599,18166.21,Moderate
4472,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2029.0,13799.54081,23968.62604,18884.14,Moderate
4473,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2029.0,14249.88596,24750.83719,19500.42,Moderate
4474,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2029.0,13759.73698,23899.49019,18829.67,Moderate
4475,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2029.0,13682.82579,23765.90201,18724.42,Moderate
4476,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jan-Mar,2030.0,13938.00287,24209.12284,19073.62,Moderate
4477,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Apr-Jun,2030.0,14024.2384,24358.9066,19191.63,Moderate
4478,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Jul-Sep,2030.0,13931.96592,24198.63717,19065.35867,Moderate
4479,Pant Nagar,A well-connected area with balanced demand; local amenities support stability.,0.296,Positive,Pant Nagar,Oct-Dec,2030.0,13996.12069,24310.06854,19153.152,Moderate
4480,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jan-Mar,2024.0,22802.12408,37056.82753,29929.58,Low
4481,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Apr-Jun,2024.0,23285.32562,37842.10158,30563.82,Low
4482,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jul-Sep,2024.0,23503.00401,38195.86119,30849.54,Low
4483,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Oct-Dec,2024.0,23689.0424,38498.20111,31093.73,Low
4484,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jan-Mar,2025.0,23699.9446,38515.91881,31108.04,Low
4485,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Apr-Jun,2025.0,23886.24963,38818.69207,31352.58,Low
4486,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jul-Sep,2025.0,23775.35596,38638.47343,31207.02333,Low
4487,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Oct-Dec,2025.0,22294.72589,36232.23036,29263.58,Low
4488,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jan-Mar,2026.0,20712.96918,33661.64152,27187.4,Low
4489,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Apr-Jun,2026.0,20686.49458,33618.61637,27152.65,Low
4490,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jul-Sep,2026.0,20444.17004,33224.80312,26834.58,Low
4491,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Oct-Dec,2026.0,20344.68647,33063.1276,26704.0,Low
4492,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Jan-Mar,2027.0,20645.01135,33551.19998,27098.2,Low
4493,Parel,A major commercial hub with very low vacancy rates; strong demand for luxury and commercial properties.,0.1045,Positive,Parel,Apr-Jun,2027.0,20628.33425,33524.09723,27076.31,Low
