,Locality,Economic  Factor,Sentiment Score,Sentiment,Year,Quarter Period,Average Price,max_price,min_price,Risk
4359,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2028,Oct-Dec,6343.04,7496.606056,5189.225527,Moderate
4360,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2029,Jan-Mar,5836.87,6898.38232,4775.129087,Moderate
4361,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2029,Apr-Jun,5845.5,6908.5818,4782.189268,Moderate
4362,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2029,Jul-Sep,5932.442,7011.335357,4853.316306,Moderate
4363,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2029,Oct-Dec,6094.216667,7202.530895,4985.663766,Moderate
4364,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2030,Jan-Mar,6048.97,7149.055521,4948.647578,Moderate
4365,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2030,Apr-Jun,5996.48,7087.019518,4905.705638,Moderate
4366,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2030,Jul-Sep,5975.738667,7062.506098,4888.737203,Moderate
4367,Ravet,"Rapidly growing suburban area with strong demand and ongoing infrastructure improvements, making it low-risk.",0.7003,Positive,2030,Oct-Dec,6164.221667,7285.267234,5042.934685,Moderate
4368,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2024,Jan-Mar,5769.59,7309.840697,4229.257366,Moderate
4369,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2024,Apr-Jun,5712.25,7237.193201,4187.225676,Moderate
4370,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2024,Jul-Sep,5749.051667,7283.819447,4214.202241,Moderate
4371,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2024,Oct-Dec,5785.453333,7329.938908,4240.885596,Moderate
4372,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2025,Jan-Mar,5954.689167,7544.353968,4364.9398,Moderate
4373,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2025,Apr-Jun,5774.882167,7316.545661,4233.13666,Moderate
4374,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2025,Jul-Sep,5554.501667,7037.332347,4071.592104,Moderate
4375,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2025,Oct-Dec,5520.634333,6994.423784,4046.766481,Moderate
4376,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2026,Jan-Mar,4942.42,6261.849257,3622.920553,Moderate
4377,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2026,Apr-Jun,4940.96,6259.999496,3621.850335,Moderate
4378,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2026,Jul-Sep,4957.05,6280.384885,3633.644718,Moderate
4379,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2026,Oct-Dec,5039.26,6384.54168,3693.906755,Moderate
4380,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2027,Jan-Mar,5077.37,6432.825532,3721.842362,Moderate
4381,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2027,Apr-Jun,5141.37,6513.910982,3768.756003,Moderate
4382,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2027,Jul-Sep,5137.93,6509.552639,3766.234394,Moderate
4383,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2027,Oct-Dec,5184.42,6568.453617,3800.312756,Moderate
4384,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2028,Jan-Mar,5468.2,6927.991573,4008.33077,Moderate
4385,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2028,Apr-Jun,5455.06,6911.343716,3998.698814,Moderate
4386,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2028,Jul-Sep,5635.156667,7139.519019,4130.714287,Moderate
4387,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2028,Oct-Dec,5920.97,7501.633127,4340.222787,Moderate
4388,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2029,Jan-Mar,5508.97,6979.645539,4038.216226,Moderate
4389,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2029,Apr-Jun,5505.41,6975.135161,4035.606654,Moderate
4390,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2029,Jul-Sep,5542.5,7022.126713,4062.794575,Moderate
4391,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2029,Oct-Dec,5657.22,7167.472383,4146.887276,Moderate
4392,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2030,Jan-Mar,5769.59,7309.840697,4229.257366,Moderate
4393,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2030,Apr-Jun,5712.25,7237.193201,4187.225676,Moderate
4394,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2030,Jul-Sep,5749.051667,7283.819447,4214.202241,Moderate
4395,Ravet Road,"Growing residential demand due to connectivity, but the area is still in the development phase, leading to moderate risk.",-0.3716,Negative,2030,Oct-Dec,5785.453333,7329.938908,4240.885596,Moderate
4396,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2024,Jan-Mar,11974.89,14594.83086,9355.07195,Low
4397,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2024,Apr-Jun,11878.5,14477.35206,9279.769765,Low
4398,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2024,Jul-Sep,12005.85,14632.56448,9379.258647,Low
4399,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2024,Oct-Dec,12312.29,15006.04933,9618.656942,Low
4400,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2025,Jan-Mar,13325.51,16240.9479,10410.20876,Low
4401,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2025,Apr-Jun,13441.7,16382.55867,10500.97919,Low
4402,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2025,Jul-Sep,10356.33,12622.15224,8090.613967,Low
4403,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2025,Oct-Dec,10721.63333,13067.37891,8375.997713,Low
4404,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2026,Jan-Mar,10569.0,12881.35151,8256.756884,Low
4405,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2026,Apr-Jun,10595.81,12914.02717,8277.701501,Low
4406,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2026,Jul-Sep,10530.26,12834.13573,8226.492265,Low
4407,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2026,Oct-Dec,10637.12,12964.37522,8309.973866,Low
4408,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2027,Jan-Mar,10035.2,12230.76343,7839.739491,Low
4409,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2027,Apr-Jun,10138.69,12356.89561,7920.588367,Low
4410,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2027,Jul-Sep,10335.49,12596.75274,8074.333258,Low
4411,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2027,Oct-Dec,10313.63,12570.11007,8057.255701,Low
4412,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2028,Jan-Mar,10090.71,12298.41825,7883.105238,Low
4413,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2028,Apr-Jun,10419.26,12698.85046,8139.776396,Low
4414,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2028,Jul-Sep,10611.79,12933.50337,8290.185461,Low
4415,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2028,Oct-Dec,10904.96,13290.81492,8519.216913,Low
4416,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2029,Jan-Mar,10757.41,13110.98302,8403.947306,Low
4417,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2029,Apr-Jun,11143.94,13582.08045,8705.913834,Low
4418,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2029,Jul-Sep,11372.27,13860.36591,8884.290719,Low
4419,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2029,Oct-Dec,11405.92,13901.37807,8910.578908,Low
4420,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2030,Jan-Mar,11974.89,14594.83086,9355.07195,Low
4421,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2030,Apr-Jun,11878.5,14477.35206,9279.769765,Low
4422,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2030,Jul-Sep,12005.85,14632.56448,9379.258647,Low
4423,Sadashiv Peth,"Central residential area with consistent demand, making it a low-risk investment zone.",-0.128,Negative,2030,Oct-Dec,12312.29,15006.04933,9618.656942,Low
4424,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2024,Jan-Mar,13230.08,15292.10451,10828.01386,Low
4425,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2024,Apr-Jun,13181.54,15235.99912,10788.28683,Low
4426,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2024,Jul-Sep,13420.24,15511.90262,10983.64822,Low
4427,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2024,Oct-Dec,13880.7065,16044.13688,11360.51198,Low
4428,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2025,Jan-Mar,14086.39,16281.87797,11528.85138,Low
4429,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2025,Apr-Jun,13865.56667,16026.63737,11348.12095,Low
4430,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2025,Jul-Sep,9174.588333,10604.52874,7508.841186,Low
4431,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2025,Oct-Dec,10473.30217,12105.65857,8571.759278,Low
4432,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2026,Jan-Mar,8055.68,9311.22869,6593.082934,Low
4433,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2026,Apr-Jun,8183.38,9458.83186,6697.597599,Low
4434,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2026,Jul-Sep,8301.09,9594.888,6793.936057,Low
4435,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2026,Oct-Dec,8456.11,9774.069233,6920.810475,Low
4436,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2027,Jan-Mar,8746.74,10109.99648,7158.673411,Low
4437,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2027,Apr-Jun,8857.26,10237.74199,7249.127293,Low
4438,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2027,Jul-Sep,8985.76,10386.26985,7354.296708,Low
4439,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2027,Oct-Dec,9153.62,10580.29231,7491.679884,Low
4440,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2028,Jan-Mar,10243.52,11840.06283,8383.696584,Low
4441,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2028,Apr-Jun,10590.09,12240.64881,8667.342999,Low
4442,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2028,Jul-Sep,10755.23,12431.52734,8802.500021,Low
4443,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2028,Oct-Dec,10961.27333,12669.68434,8971.133927,Low
4444,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2029,Jan-Mar,11819.52,13661.69631,9673.556497,Low
4445,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2029,Apr-Jun,12005.3,13876.43176,9825.6061,Low
4446,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2029,Jul-Sep,12428.2,14365.24445,10171.72397,Low
4447,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2029,Oct-Dec,12749.8375,14737.01199,10434.96465,Low
4448,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2030,Jan-Mar,13230.08,15292.10451,10828.01386,Low
4449,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2030,Apr-Jun,13181.54,15235.99912,10788.28683,Low
4450,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2030,Jul-Sep,13420.24,15511.90262,10983.64822,Low
4451,Sadhu Vaswani Road,"Prime location in the city with strong residential and commercial demand, ensuring low risks for investments.",0.1779,Positive,2030,Oct-Dec,13880.7065,16044.13688,11360.51198,Low
4452,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2024,Jan-Mar,12291.94667,15020.00115,9564.43506,Moderate
4453,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2024,Apr-Jun,12229.89667,14944.17987,9516.153594,Moderate
4454,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2024,Jul-Sep,12311.91533,15044.40162,9579.972795,Moderate
4455,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2024,Oct-Dec,12372.7175,15118.69812,9627.283314,Moderate
4456,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2025,Jan-Mar,13083.07,15986.70509,10180.01272,Moderate
4457,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2025,Apr-Jun,13102.87533,16010.90599,10195.42336,Moderate
4458,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2025,Jul-Sep,12291.78848,15019.80785,9564.311971,Moderate
4459,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2025,Oct-Dec,11559.4164,14124.89432,8994.44901,Moderate
4460,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2026,Jan-Mar,10242.42,12515.60589,7969.686462,Moderate
4461,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2026,Apr-Jun,10252.62,12528.06966,7977.623141,Moderate
4462,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2026,Jul-Sep,10240.84,12513.67523,7968.457055,Moderate
4463,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2026,Oct-Dec,10241.72,12514.75054,7969.141788,Moderate
4464,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2027,Jan-Mar,10298.13,12583.68008,8013.034737,Moderate
4465,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2027,Apr-Jun,10340.72,12635.72243,8046.174263,Moderate
4466,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2027,Jul-Sep,10361.3,12660.86992,8062.18768,Moderate
4467,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2027,Oct-Dec,10365.9,12666.49084,8065.766967,Moderate
4468,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2028,Jan-Mar,10198.5,12461.93836,7935.512055,Moderate
4469,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2028,Apr-Jun,10447.03,12765.6267,8128.894691,Moderate
4470,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2028,Jul-Sep,10393.48333,12700.19597,8087.229719,Moderate
4471,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2028,Oct-Dec,10787.68,13181.88,8393.956434,Moderate
4472,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2029,Jan-Mar,11434.56,13972.32749,8897.297517,Moderate
4473,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2029,Apr-Jun,11541.05,14102.4517,8980.158004,Moderate
4474,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2029,Jul-Sep,11743.1,14349.34435,9137.374282,Moderate
4475,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2029,Oct-Dec,11942.0475,14592.44593,9292.176487,Moderate
4476,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2030,Jan-Mar,12291.94667,15020.00115,9564.43506,Moderate
4477,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2030,Apr-Jun,12229.89667,14944.17987,9516.153594,Moderate
4478,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2030,Jul-Sep,12311.91533,15044.40162,9579.972795,Moderate
4479,Salisbury Park,"Well-established area with steady demand and good infrastructure, making it a low-risk zone.",0.34,Positive,2030,Oct-Dec,12372.7175,15118.69812,9627.283314,Moderate
4480,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2024,Jan-Mar,7896.486667,9301.340934,6491.971552,Moderate
4481,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2024,Apr-Jun,7532.786667,8872.935512,6192.961353,Moderate
4482,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2024,Jul-Sep,7557.203333,8901.696118,6213.035129,Moderate
4483,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2024,Oct-Dec,7600.126,8952.255104,6248.32332,Moderate
4484,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2025,Jan-Mar,8117.407778,9561.565849,6673.598348,Moderate
4485,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2025,Apr-Jun,7850.897778,9247.641381,6454.491369,Moderate
4486,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2025,Jul-Sep,7431.581111,8753.7246,6109.756807,Moderate
4487,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2025,Oct-Dec,7496.700667,8830.429496,6163.293819,Moderate
4488,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2026,Jan-Mar,6729.25,7926.442622,5532.346398,Moderate
4489,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2026,Apr-Jun,6905.66,8134.237509,5677.379088,Moderate
4490,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2026,Jul-Sep,6908.99,8138.159945,5680.116795,Moderate
4491,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2026,Oct-Dec,6788.22,7995.903902,5580.82765,Moderate
4492,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2027,Jan-Mar,6695.4,7886.57041,5504.517156,Moderate
4493,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2027,Apr-Jun,6866.2,8087.757228,5644.937673,Moderate
4494,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2027,Jul-Sep,6941.24,8176.147503,5706.630622,Moderate
4495,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2027,Oct-Dec,6925.21,8157.265625,5693.451811,Moderate
4496,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2028,Jan-Mar,7074.84,8333.516115,5816.467748,Moderate
4497,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2028,Apr-Jun,6919.42,8150.445533,5688.691654,Moderate
4498,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2028,Jul-Sep,7051.47,8305.988387,5797.254472,Moderate
4499,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2028,Oct-Dec,7240.21,8528.306889,5952.424076,Moderate
4500,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2029,Jan-Mar,7231.47,8518.011967,5945.238624,Moderate
4501,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2029,Apr-Jun,7088.1,8349.135186,5827.369247,Moderate
4502,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2029,Jul-Sep,7221.74,8506.550914,5937.239258,Moderate
4503,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2029,Oct-Dec,7404.78,8722.155336,6087.722697,Moderate
4504,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2030,Jan-Mar,7896.486667,9301.340934,6491.971552,Moderate
4505,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2030,Apr-Jun,7532.786667,8872.935512,6192.961353,Moderate
4506,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2030,Jul-Sep,7557.203333,8901.696118,6213.035129,Moderate
4507,Salunkhe Vihar Society,Residential locality with increasing demand but still in development stages for infrastructure.,-0.0644,Neutral,2030,Oct-Dec,7600.126,8952.255104,6248.32332,Moderate
4508,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2024,Jan-Mar,14691.68,18275.52285,11160.14027,Low
4509,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2024,Apr-Jun,14590.4125,18149.55247,11083.21514,Low
4510,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2024,Jul-Sep,13956.1575,17360.57927,10601.42035,Low
4511,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2024,Oct-Dec,14419.2825,17936.67755,10953.22083,Low
4512,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2025,Jan-Mar,14537.525,18083.76376,11043.04057,Low
4513,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2025,Apr-Jun,14268.92,17749.63609,10839.00199,Low
4514,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2025,Jul-Sep,11789.8625,14665.84499,8955.852516,Low
4515,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2025,Oct-Dec,13610.295,16930.34815,10338.69519,Low
4516,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2026,Jan-Mar,7984.0,9931.592196,6064.831247,Low
4517,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2026,Apr-Jun,8057.5,10023.02156,6120.663549,Low
4518,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2026,Jul-Sep,8068.4,10036.58047,6128.943441,Low
4519,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2026,Oct-Dec,8156.84,10146.59425,6196.124513,Low
4520,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2027,Jan-Mar,8455.46,10518.05869,6422.963179,Low
4521,Sangamvadi,"Emerging area with steady demand but facing infrastructure gaps, making it a moderate-risk locality.",-0.0644,Neutral,2027,Apr-Jun,8560.55,10648.78401,6502.791976,Low
