,location,predicted_price,quarter,year,Locality,Risk
5850,Kengeri Main Road,5484.836667,Jul-Sep,2030,Kengeri Main Road,Moderate
5851,Kengeri Main Road,6083.62,Oct-Dec,2030,Kengeri Main Road,Moderate
5852,Parappana Agrahara Main Road,7004.43,Jan-Mar,2024,Parappana Agrahara Main Road,Moderate
5853,Parappana Agrahara Main Road,6944.92,Apr-Jun,2024,Parappana Agrahara Main Road,Moderate
5854,Parappana Agrahara Main Road,7664.06,Jul-Sep,2024,Parappana Agrahara Main Road,Moderate
5855,Parappana Agrahara Main Road,7375.69,Oct-Dec,2024,Parappana Agrahara Main Road,Moderate
5856,Parappana Agrahara Main Road,7895.12,Jan-Mar,2025,Parappana Agrahara Main Road,Moderate
5857,Parappana Agrahara Main Road,7687.6,Apr-Jun,2025,Parappana Agrahara Main Road,Moderate
5858,Parappana Agrahara Main Road,10580.29167,Jul-Sep,2025,Parappana Agrahara Main Road,Moderate
5859,Parappana Agrahara Main Road,5603.88,Oct-Dec,2025,Parappana Agrahara Main Road,Moderate
5860,Parappana Agrahara Main Road,6162.03,Jan-Mar,2026,Parappana Agrahara Main Road,Moderate
5861,Parappana Agrahara Main Road,6140.29,Apr-Jun,2026,Parappana Agrahara Main Road,Moderate
5862,Parappana Agrahara Main Road,6046.38,Jul-Sep,2026,Parappana Agrahara Main Road,Moderate
5863,Parappana Agrahara Main Road,6129.48,Oct-Dec,2026,Parappana Agrahara Main Road,Moderate
5864,Parappana Agrahara Main Road,6557.95,Jan-Mar,2027,Parappana Agrahara Main Road,Moderate
5865,Parappana Agrahara Main Road,6581.21,Apr-Jun,2027,Parappana Agrahara Main Road,Moderate
5866,Parappana Agrahara Main Road,6638.38,Jul-Sep,2027,Parappana Agrahara Main Road,Moderate
5867,Parappana Agrahara Main Road,6600.2,Oct-Dec,2027,Parappana Agrahara Main Road,Moderate
5868,Parappana Agrahara Main Road,6460.46,Jan-Mar,2028,Parappana Agrahara Main Road,Moderate
5869,Parappana Agrahara Main Road,6585.33,Apr-Jun,2028,Parappana Agrahara Main Road,Moderate
5870,Parappana Agrahara Main Road,6771.91,Jul-Sep,2028,Parappana Agrahara Main Road,Moderate
5871,Parappana Agrahara Main Road,7028.58,Oct-Dec,2028,Parappana Agrahara Main Road,Moderate
5872,Parappana Agrahara Main Road,7382.41,Jan-Mar,2029,Parappana Agrahara Main Road,Moderate
5873,Parappana Agrahara Main Road,7532.49,Apr-Jun,2029,Parappana Agrahara Main Road,Moderate
5874,Parappana Agrahara Main Road,7623.85,Jul-Sep,2029,Parappana Agrahara Main Road,Moderate
5875,Parappana Agrahara Main Road,7908.37,Oct-Dec,2029,Parappana Agrahara Main Road,Moderate
5876,Parappana Agrahara Main Road,7004.43,Jan-Mar,2030,Parappana Agrahara Main Road,Moderate
5877,Parappana Agrahara Main Road,6944.92,Apr-Jun,2030,Parappana Agrahara Main Road,Moderate
5878,Parappana Agrahara Main Road,7664.06,Jul-Sep,2030,Parappana Agrahara Main Road,Moderate
5879,Parappana Agrahara Main Road,7375.69,Oct-Dec,2030,Parappana Agrahara Main Road,Moderate
5880,Kempapura Main Road,9206.18,Jan-Mar,2024,Kempapura Main Road,Moderate
5881,Kempapura Main Road,9558.01,Apr-Jun,2024,Kempapura Main Road,Moderate
5882,Kempapura Main Road,9974.662,Jul-Sep,2024,Kempapura Main Road,Moderate
5883,Kempapura Main Road,8827,Oct-Dec,2024,Kempapura Main Road,Moderate
5884,Kempapura Main Road,10123.84,Jan-Mar,2025,Kempapura Main Road,Moderate
5885,Kempapura Main Road,10169.45,Apr-Jun,2025,Kempapura Main Road,Moderate
5886,Kempapura Main Road,10961.32483,Jul-Sep,2025,Kempapura Main Road,Moderate
5887,Kempapura Main Road,6252.535,Oct-Dec,2025,Kempapura Main Road,Moderate
5888,Kempapura Main Road,5569.95,Jan-Mar,2026,Kempapura Main Road,Moderate
5889,Kempapura Main Road,5630.7,Apr-Jun,2026,Kempapura Main Road,Moderate
5890,Kempapura Main Road,5654.46,Jul-Sep,2026,Kempapura Main Road,Moderate
5891,Kempapura Main Road,5857.55,Oct-Dec,2026,Kempapura Main Road,Moderate
5892,Kempapura Main Road,5889.81,Jan-Mar,2027,Kempapura Main Road,Moderate
5893,Kempapura Main Road,5988.21,Apr-Jun,2027,Kempapura Main Road,Moderate
5894,Kempapura Main Road,5999.42,Jul-Sep,2027,Kempapura Main Road,Moderate
5895,Kempapura Main Road,6329.82,Oct-Dec,2027,Kempapura Main Road,Moderate
5896,Kempapura Main Road,7010.06,Jan-Mar,2028,Kempapura Main Road,Moderate
5897,Kempapura Main Road,7086.28,Apr-Jun,2028,Kempapura Main Road,Moderate
5898,Kempapura Main Road,7411.03,Jul-Sep,2028,Kempapura Main Road,Moderate
5899,Kempapura Main Road,7589.94,Oct-Dec,2028,Kempapura Main Road,Moderate
5900,Kempapura Main Road,7926.3,Jan-Mar,2029,Kempapura Main Road,Moderate
5901,Kempapura Main Road,7981.24,Apr-Jun,2029,Kempapura Main Road,Moderate
5902,Kempapura Main Road,8193.95,Jul-Sep,2029,Kempapura Main Road,Moderate
5903,Kempapura Main Road,8252.22,Oct-Dec,2029,Kempapura Main Road,Moderate
5904,Kempapura Main Road,9206.18,Jan-Mar,2030,Kempapura Main Road,Moderate
5905,Kempapura Main Road,9558.01,Apr-Jun,2030,Kempapura Main Road,Moderate
5906,Kempapura Main Road,9974.662,Jul-Sep,2030,Kempapura Main Road,Moderate
5907,Kempapura Main Road,8827,Oct-Dec,2030,Kempapura Main Road,Moderate
5908,Palace Road,11170.15,Jan-Mar,2024,Palace Road,Moderate
5909,Palace Road,11782.45,Apr-Jun,2024,Palace Road,Moderate
5910,Palace Road,13548.74,Jul-Sep,2024,Palace Road,Moderate
5911,Palace Road,13482.49,Oct-Dec,2024,Palace Road,Moderate
5912,Palace Road,15199.26,Jan-Mar,2025,Palace Road,Moderate
5913,Palace Road,15878.88,Apr-Jun,2025,Palace Road,Moderate
5914,Palace Road,14082.077,Jul-Sep,2025,Palace Road,Moderate
5915,Palace Road,7557.8,Oct-Dec,2025,Palace Road,Moderate
5916,Palace Road,5909.19,Jan-Mar,2026,Palace Road,Moderate
5917,Palace Road,5897.89,Apr-Jun,2026,Palace Road,Moderate
5918,Palace Road,6045.08,Jul-Sep,2026,Palace Road,Moderate
5919,Palace Road,6172.57,Oct-Dec,2026,Palace Road,Moderate
5920,Palace Road,5922.92,Jan-Mar,2027,Palace Road,Moderate
5921,Palace Road,5756.78,Apr-Jun,2027,Palace Road,Moderate
5922,Palace Road,5697.27,Jul-Sep,2027,Palace Road,Moderate
5923,Palace Road,5865.9,Oct-Dec,2027,Palace Road,Moderate
5924,Palace Road,5699.12,Jan-Mar,2028,Palace Road,Moderate
5925,Palace Road,5524.47,Apr-Jun,2028,Palace Road,Moderate
5926,Palace Road,5678.75,Jul-Sep,2028,Palace Road,Moderate
5927,Palace Road,7371.98,Oct-Dec,2028,Palace Road,Moderate
5928,Palace Road,6470.15,Jan-Mar,2029,Palace Road,Moderate
5929,Palace Road,6754.26,Apr-Jun,2029,Palace Road,Moderate
5930,Palace Road,6239.53,Jul-Sep,2029,Palace Road,Moderate
5931,Palace Road,7793.32,Oct-Dec,2029,Palace Road,Moderate
5932,Palace Road,11170.15,Jan-Mar,2030,Palace Road,Moderate
5933,Palace Road,11782.45,Apr-Jun,2030,Palace Road,Moderate
5934,Palace Road,13548.74,Jul-Sep,2030,Palace Road,Moderate
5935,Palace Road,13482.49,Oct-Dec,2030,Palace Road,Moderate
5936,Vijaynagar,7376.65,Jan-Mar,2024,Vijaynagar,Moderate
5937,Vijaynagar,7510.66,Apr-Jun,2024,Vijaynagar,Moderate
5938,Vijaynagar,7218.935333,Jul-Sep,2024,Vijaynagar,Moderate
5939,Vijaynagar,7644.8,Oct-Dec,2024,Vijaynagar,Moderate
5940,Vijaynagar,7800.348333,Jan-Mar,2025,Vijaynagar,Moderate
5941,Vijaynagar,8035.583667,Apr-Jun,2025,Vijaynagar,Moderate
5942,Vijaynagar,6918.123667,Jul-Sep,2025,Vijaynagar,Moderate
5943,Vijaynagar,6215.665,Oct-Dec,2025,Vijaynagar,Moderate
5944,Vijaynagar,5729.27,Jan-Mar,2026,Vijaynagar,Moderate
5945,Vijaynagar,5610.14,Apr-Jun,2026,Vijaynagar,Moderate
5946,Vijaynagar,6414.27,Jul-Sep,2026,Vijaynagar,Moderate
5947,Vijaynagar,6316.76,Oct-Dec,2026,Vijaynagar,Moderate
5948,Vijaynagar,6085.51,Jan-Mar,2027,Vijaynagar,Moderate
5949,Vijaynagar,5994.05,Apr-Jun,2027,Vijaynagar,Moderate
5950,Vijaynagar,6282.93,Jul-Sep,2027,Vijaynagar,Moderate
5951,Vijaynagar,6390.09,Oct-Dec,2027,Vijaynagar,Moderate
5952,Vijaynagar,6572.19,Jan-Mar,2028,Vijaynagar,Moderate
5953,Vijaynagar,6513.96,Apr-Jun,2028,Vijaynagar,Moderate
5954,Vijaynagar,6683.39,Jul-Sep,2028,Vijaynagar,Moderate
5955,Vijaynagar,6720.39,Oct-Dec,2028,Vijaynagar,Moderate
5956,Vijaynagar,6725.27,Jan-Mar,2029,Vijaynagar,Moderate
5957,Vijaynagar,6697.95,Apr-Jun,2029,Vijaynagar,Moderate
5958,Vijaynagar,6944.96,Jul-Sep,2029,Vijaynagar,Moderate
5959,Vijaynagar,7556.07,Oct-Dec,2029,Vijaynagar,Moderate
5960,Vijaynagar,7376.65,Jan-Mar,2030,Vijaynagar,Moderate
5961,Vijaynagar,7510.66,Apr-Jun,2030,Vijaynagar,Moderate
5962,Vijaynagar,7218.935333,Jul-Sep,2030,Vijaynagar,Moderate
5963,Vijaynagar,7644.8,Oct-Dec,2030,Vijaynagar,Moderate
5964,Begur Road,5741.1,Jan-Mar,2024,Begur Road,Moderate
5965,Begur Road,5747.925,Apr-Jun,2024,Begur Road,Moderate
5966,Begur Road,6662.32,Jul-Sep,2024,Begur Road,Moderate
5967,Begur Road,6818.44,Oct-Dec,2024,Begur Road,Moderate
5968,Begur Road,7061.8,Jan-Mar,2025,Begur Road,Moderate
5969,Begur Road,7435.165,Apr-Jun,2025,Begur Road,Moderate
5970,Begur Road,6741.559,Jul-Sep,2025,Begur Road,Moderate
5971,Begur Road,4956.9,Oct-Dec,2025,Begur Road,Moderate
5972,Begur Road,5030.47,Jan-Mar,2026,Begur Road,Moderate
5973,Begur Road,5140.61,Apr-Jun,2026,Begur Road,Moderate
5974,Begur Road,5208.08,Jul-Sep,2026,Begur Road,Moderate
5975,Begur Road,5265.59,Oct-Dec,2026,Begur Road,Moderate
5976,Begur Road,5179.01,Jan-Mar,2027,Begur Road,Moderate
5977,Begur Road,5403.97,Apr-Jun,2027,Begur Road,Moderate
5978,Begur Road,5446.14,Jul-Sep,2027,Begur Road,Moderate
5979,Begur Road,5499.31,Oct-Dec,2027,Begur Road,Moderate
5980,Begur Road,5406.24,Jan-Mar,2028,Begur Road,Moderate
5981,Begur Road,5490.78,Apr-Jun,2028,Begur Road,Moderate
5982,Begur Road,5696.74,Jul-Sep,2028,Begur Road,Moderate
5983,Begur Road,5660.77,Oct-Dec,2028,Begur Road,Moderate
5984,Begur Road,5423.61,Jan-Mar,2029,Begur Road,Moderate
5985,Begur Road,5517.53,Apr-Jun,2029,Begur Road,Moderate
5986,Begur Road,5805.1,Jul-Sep,2029,Begur Road,Moderate
5987,Begur Road,6165.35,Oct-Dec,2029,Begur Road,Moderate
5988,Begur Road,5741.1,Jan-Mar,2030,Begur Road,Moderate
5989,Begur Road,5747.925,Apr-Jun,2030,Begur Road,Moderate
5990,Begur Road,6662.32,Jul-Sep,2030,Begur Road,Moderate
5991,Begur Road,6818.44,Oct-Dec,2030,Begur Road,Moderate
5992,Kengeri Satellite Town,5168.85,Jan-Mar,2024,Kengeri Satellite Town,Moderate
5993,Kengeri Satellite Town,5195.1,Apr-Jun,2024,Kengeri Satellite Town,Moderate
5994,Kengeri Satellite Town,5312.36,Jul-Sep,2024,Kengeri Satellite Town,Moderate
5995,Kengeri Satellite Town,6236.9,Oct-Dec,2024,Kengeri Satellite Town,Moderate
5996,Kengeri Satellite Town,5788.77,Jan-Mar,2025,Kengeri Satellite Town,Moderate
5997,Kengeri Satellite Town,5478.61,Apr-Jun,2025,Kengeri Satellite Town,Moderate
5998,Kengeri Satellite Town,5851.875,Jul-Sep,2025,Kengeri Satellite Town,Moderate
5999,Kengeri Satellite Town,4642.94,Oct-Dec,2025,Kengeri Satellite Town,Moderate
6000,Kengeri Satellite Town,4313.64,Jan-Mar,2026,Kengeri Satellite Town,Moderate
6001,Kengeri Satellite Town,4294.78,Apr-Jun,2026,Kengeri Satellite Town,Moderate
6002,Kengeri Satellite Town,4291.72,Jul-Sep,2026,Kengeri Satellite Town,Moderate
6003,Kengeri Satellite Town,4522.39,Oct-Dec,2026,Kengeri Satellite Town,Moderate
6004,Kengeri Satellite Town,4449.65,Jan-Mar,2027,Kengeri Satellite Town,Moderate
6005,Kengeri Satellite Town,4421.72,Apr-Jun,2027,Kengeri Satellite Town,Moderate
6006,Kengeri Satellite Town,4386.95,Jul-Sep,2027,Kengeri Satellite Town,Moderate
6007,Kengeri Satellite Town,4473.3,Oct-Dec,2027,Kengeri Satellite Town,Moderate
6008,Kengeri Satellite Town,4513.52,Jan-Mar,2028,Kengeri Satellite Town,Moderate
6009,Kengeri Satellite Town,4517.02,Apr-Jun,2028,Kengeri Satellite Town,Moderate
6010,Kengeri Satellite Town,4746.02,Jul-Sep,2028,Kengeri Satellite Town,Moderate
6011,Kengeri Satellite Town,5105.26,Oct-Dec,2028,Kengeri Satellite Town,Moderate
6012,Kengeri Satellite Town,4857.6,Jan-Mar,2029,Kengeri Satellite Town,Moderate
6013,Kengeri Satellite Town,4855.61,Apr-Jun,2029,Kengeri Satellite Town,Moderate
6014,Kengeri Satellite Town,5008.12,Jul-Sep,2029,Kengeri Satellite Town,Moderate
6015,Kengeri Satellite Town,5096.3,Oct-Dec,2029,Kengeri Satellite Town,Moderate
6016,Kengeri Satellite Town,5168.85,Jan-Mar,2030,Kengeri Satellite Town,Moderate
6017,Kengeri Satellite Town,5195.1,Apr-Jun,2030,Kengeri Satellite Town,Moderate
6018,Kengeri Satellite Town,5312.36,Jul-Sep,2030,Kengeri Satellite Town,Moderate
6019,Kengeri Satellite Town,6236.9,Oct-Dec,2030,Kengeri Satellite Town,Moderate
6020,Vidyaranyapura Main Road,6366.09,Jan-Mar,2024,Vidyaranyapura Main Road,Moderate
6021,Vidyaranyapura Main Road,6289.01,Apr-Jun,2024,Vidyaranyapura Main Road,Moderate
6022,Vidyaranyapura Main Road,6104.48,Jul-Sep,2024,Vidyaranyapura Main Road,Moderate
6023,Vidyaranyapura Main Road,6361.9,Oct-Dec,2024,Vidyaranyapura Main Road,Moderate
6024,Vidyaranyapura Main Road,6768.24,Jan-Mar,2025,Vidyaranyapura Main Road,Moderate
6025,Vidyaranyapura Main Road,6929.85,Apr-Jun,2025,Vidyaranyapura Main Road,Moderate
6026,Vidyaranyapura Main Road,6247.219333,Jul-Sep,2025,Vidyaranyapura Main Road,Moderate
6027,Vidyaranyapura Main Road,5651.45,Oct-Dec,2025,Vidyaranyapura Main Road,Moderate
6028,Vidyaranyapura Main Road,5538.49,Jan-Mar,2026,Vidyaranyapura Main Road,Moderate
6029,Vidyaranyapura Main Road,5570.8,Apr-Jun,2026,Vidyaranyapura Main Road,Moderate
6030,Vidyaranyapura Main Road,6086.36,Jul-Sep,2026,Vidyaranyapura Main Road,Moderate
6031,Vidyaranyapura Main Road,5934.97,Oct-Dec,2026,Vidyaranyapura Main Road,Moderate
6032,Vidyaranyapura Main Road,5339.43,Jan-Mar,2027,Vidyaranyapura Main Road,Moderate
6033,Vidyaranyapura Main Road,5225.28,Apr-Jun,2027,Vidyaranyapura Main Road,Moderate
6034,Vidyaranyapura Main Road,5436.71,Jul-Sep,2027,Vidyaranyapura Main Road,Moderate
6035,Vidyaranyapura Main Road,5620.81,Oct-Dec,2027,Vidyaranyapura Main Road,Moderate
6036,Vidyaranyapura Main Road,5756.88,Jan-Mar,2028,Vidyaranyapura Main Road,Moderate
6037,Vidyaranyapura Main Road,5508.1,Apr-Jun,2028,Vidyaranyapura Main Road,Moderate
6038,Vidyaranyapura Main Road,5321.68,Jul-Sep,2028,Vidyaranyapura Main Road,Moderate
6039,Vidyaranyapura Main Road,5420.72,Oct-Dec,2028,Vidyaranyapura Main Road,Moderate
6040,Vidyaranyapura Main Road,5510.97,Jan-Mar,2029,Vidyaranyapura Main Road,Moderate
6041,Vidyaranyapura Main Road,5512.73,Apr-Jun,2029,Vidyaranyapura Main Road,Moderate
6042,Vidyaranyapura Main Road,5837.55,Jul-Sep,2029,Vidyaranyapura Main Road,Moderate
6043,Vidyaranyapura Main Road,6193,Oct-Dec,2029,Vidyaranyapura Main Road,Moderate
6044,Vidyaranyapura Main Road,6366.09,Jan-Mar,2030,Vidyaranyapura Main Road,Moderate
6045,Vidyaranyapura Main Road,6289.01,Apr-Jun,2030,Vidyaranyapura Main Road,Moderate
6046,Vidyaranyapura Main Road,6104.48,Jul-Sep,2030,Vidyaranyapura Main Road,Moderate
6047,Vidyaranyapura Main Road,6361.9,Oct-Dec,2030,Vidyaranyapura Main Road,Moderate
6048,Bellary Road,7755.77,Jan-Mar,2024,Bellary Road,High
6049,Bellary Road,7656.86,Apr-Jun,2024,Bellary Road,High
6050,Bellary Road,7748.056833,Jul-Sep,2024,Bellary Road,High
6051,Bellary Road,8558.63,Oct-Dec,2024,Bellary Road,High
6052,Bellary Road,8527.22,Jan-Mar,2025,Bellary Road,High
6053,Bellary Road,8354.935,Apr-Jun,2025,Bellary Road,High
6054,Bellary Road,7398.885,Jul-Sep,2025,Bellary Road,High
6055,Bellary Road,6641.307,Oct-Dec,2025,Bellary Road,High
6056,Bellary Road,5699.12,Jan-Mar,2026,Bellary Road,High
6057,Bellary Road,5760.56,Apr-Jun,2026,Bellary Road,High
6058,Bellary Road,5849.53,Jul-Sep,2026,Bellary Road,High
6059,Bellary Road,6030.2,Oct-Dec,2026,Bellary Road,High
6060,Bellary Road,6142,Jan-Mar,2027,Bellary Road,High
6061,Bellary Road,6005.88,Apr-Jun,2027,Bellary Road,High
6062,Bellary Road,6005.7,Jul-Sep,2027,Bellary Road,High
6063,Bellary Road,6083.72,Oct-Dec,2027,Bellary Road,High
6064,Bellary Road,6062.08,Jan-Mar,2028,Bellary Road,High
6065,Bellary Road,6216.15,Apr-Jun,2028,Bellary Road,High
6066,Bellary Road,6206.2,Jul-Sep,2028,Bellary Road,High
6067,Bellary Road,6292.1,Oct-Dec,2028,Bellary Road,High
6068,Bellary Road,6592.03,Jan-Mar,2029,Bellary Road,High
6069,Bellary Road,6536.17,Apr-Jun,2029,Bellary Road,High
6070,Bellary Road,6775.8,Jul-Sep,2029,Bellary Road,High
6071,Bellary Road,7099.56,Oct-Dec,2029,Bellary Road,High
6072,Bellary Road,7755.77,Jan-Mar,2030,Bellary Road,High
6073,Bellary Road,7656.86,Apr-Jun,2030,Bellary Road,High
6074,Bellary Road,7748.056833,Jul-Sep,2030,Bellary Road,High
6075,Bellary Road,8558.63,Oct-Dec,2030,Bellary Road,High
6076,Kensington Road,7033.56,Jan-Mar,2024,Kensington Road,Moderate
6077,Kensington Road,7241.28,Apr-Jun,2024,Kensington Road,Moderate
6078,Kensington Road,7314.46,Jul-Sep,2024,Kensington Road,Moderate
6079,Kensington Road,8560.12,Oct-Dec,2024,Kensington Road,Moderate
6080,Kensington Road,8658.39,Jan-Mar,2025,Kensington Road,Moderate
6081,Kensington Road,8093.59,Apr-Jun,2025,Kensington Road,Moderate
6082,Kensington Road,9099.92,Jul-Sep,2025,Kensington Road,Moderate
6083,Kensington Road,5802.89,Oct-Dec,2025,Kensington Road,Moderate
6084,Kensington Road,4313.64,Jan-Mar,2026,Kensington Road,Moderate
6085,Kensington Road,4294.78,Apr-Jun,2026,Kensington Road,Moderate
6086,Kensington Road,4291.72,Jul-Sep,2026,Kensington Road,Moderate
6087,Kensington Road,4522.39,Oct-Dec,2026,Kensington Road,Moderate
6088,Kensington Road,4449.65,Jan-Mar,2027,Kensington Road,Moderate
6089,Kensington Road,4421.27,Apr-Jun,2027,Kensington Road,Moderate
6090,Kensington Road,4386.5,Jul-Sep,2027,Kensington Road,Moderate
6091,Kensington Road,4466.5,Oct-Dec,2027,Kensington Road,Moderate
6092,Kensington Road,4995.77,Jan-Mar,2028,Kensington Road,Moderate
6093,Kensington Road,4997.78,Apr-Jun,2028,Kensington Road,Moderate
6094,Kensington Road,5120.85,Jul-Sep,2028,Kensington Road,Moderate
6095,Kensington Road,5420.95,Oct-Dec,2028,Kensington Road,Moderate
6096,Kensington Road,6292.69,Jan-Mar,2029,Kensington Road,Moderate
6097,Kensington Road,6347.25,Apr-Jun,2029,Kensington Road,Moderate
6098,Kensington Road,6468.32,Jul-Sep,2029,Kensington Road,Moderate
6099,Kensington Road,6403.88,Oct-Dec,2029,Kensington Road,Moderate
6100,Kensington Road,7033.56,Jan-Mar,2030,Kensington Road,Moderate
6101,Kensington Road,7241.28,Apr-Jun,2030,Kensington Road,Moderate
6102,Kensington Road,7314.46,Jul-Sep,2030,Kensington Road,Moderate
6103,Kensington Road,8560.12,Oct-Dec,2030,Kensington Road,Moderate
6104,Kathriguppe Main Road,8909.535,Jan-Mar,2024,Kathriguppe Main Road,Moderate
6105,Kathriguppe Main Road,9114.378333,Apr-Jun,2024,Kathriguppe Main Road,Moderate
6106,Kathriguppe Main Road,8791.670833,Jul-Sep,2024,Kathriguppe Main Road,Moderate
6107,Kathriguppe Main Road,8592.825833,Oct-Dec,2024,Kathriguppe Main Road,Moderate
6108,Kathriguppe Main Road,9440.873333,Jan-Mar,2025,Kathriguppe Main Road,Moderate
6109,Kathriguppe Main Road,9367.096667,Apr-Jun,2025,Kathriguppe Main Road,Moderate
6110,Kathriguppe Main Road,7693.687417,Jul-Sep,2025,Kathriguppe Main Road,Moderate
6111,Kathriguppe Main Road,5489.840833,Oct-Dec,2025,Kathriguppe Main Road,Moderate
6112,Kathriguppe Main Road,5566.86,Jan-Mar,2026,Kathriguppe Main Road,Moderate
6113,Kathriguppe Main Road,5636.6,Apr-Jun,2026,Kathriguppe Main Road,Moderate
6114,Kathriguppe Main Road,5669.68,Jul-Sep,2026,Kathriguppe Main Road,Moderate
6115,Kathriguppe Main Road,5865.95,Oct-Dec,2026,Kathriguppe Main Road,Moderate
6116,Kathriguppe Main Road,5912.07,Jan-Mar,2027,Kathriguppe Main Road,Moderate
6117,Kathriguppe Main Road,6007.25,Apr-Jun,2027,Kathriguppe Main Road,Moderate
6118,Kathriguppe Main Road,6010.99,Jul-Sep,2027,Kathriguppe Main Road,Moderate
6119,Kathriguppe Main Road,6329.82,Oct-Dec,2027,Kathriguppe Main Road,Moderate
6120,Kathriguppe Main Road,6965.88,Jan-Mar,2028,Kathriguppe Main Road,Moderate
6121,Kathriguppe Main Road,7059.39,Apr-Jun,2028,Kathriguppe Main Road,Moderate
6122,Kathriguppe Main Road,7398.17,Jul-Sep,2028,Kathriguppe Main Road,Moderate
6123,Kathriguppe Main Road,7558.9,Oct-Dec,2028,Kathriguppe Main Road,Moderate
6124,Kathriguppe Main Road,7926.3,Jan-Mar,2029,Kathriguppe Main Road,Moderate
6125,Kathriguppe Main Road,7981.24,Apr-Jun,2029,Kathriguppe Main Road,Moderate
6126,Kathriguppe Main Road,8147.87,Jul-Sep,2029,Kathriguppe Main Road,Moderate
6127,Kathriguppe Main Road,8186.76,Oct-Dec,2029,Kathriguppe Main Road,Moderate
6128,Kathriguppe Main Road,8909.535,Jan-Mar,2030,Kathriguppe Main Road,Moderate
6129,Kathriguppe Main Road,9114.378333,Apr-Jun,2030,Kathriguppe Main Road,Moderate
6130,Kathriguppe Main Road,8791.670833,Jul-Sep,2030,Kathriguppe Main Road,Moderate
6131,Kathriguppe Main Road,8592.825833,Oct-Dec,2030,Kathriguppe Main Road,Moderate
6132,Begur Koppa Road,5866.9,Jan-Mar,2024,Begur Koppa Road,Moderate
6133,Begur Koppa Road,5988.52,Apr-Jun,2024,Begur Koppa Road,Moderate
6134,Begur Koppa Road,6677.835,Jul-Sep,2024,Begur Koppa Road,Moderate
6135,Begur Koppa Road,6337.64,Oct-Dec,2024,Begur Koppa Road,Moderate
6136,Begur Koppa Road,6376,Jan-Mar,2025,Begur Koppa Road,Moderate
6137,Begur Koppa Road,6737.69,Apr-Jun,2025,Begur Koppa Road,Moderate
6138,Begur Koppa Road,6291.082,Jul-Sep,2025,Begur Koppa Road,Moderate
6139,Begur Koppa Road,4917.32,Oct-Dec,2025,Begur Koppa Road,Moderate
6140,Begur Koppa Road,5030.47,Jan-Mar,2026,Begur Koppa Road,Moderate
6141,Begur Koppa Road,5140.61,Apr-Jun,2026,Begur Koppa Road,Moderate
6142,Begur Koppa Road,5208.08,Jul-Sep,2026,Begur Koppa Road,Moderate
6143,Begur Koppa Road,5265.59,Oct-Dec,2026,Begur Koppa Road,Moderate
6144,Begur Koppa Road,5179.01,Jan-Mar,2027,Begur Koppa Road,Moderate
6145,Begur Koppa Road,5403.97,Apr-Jun,2027,Begur Koppa Road,Moderate
6146,Begur Koppa Road,5446.14,Jul-Sep,2027,Begur Koppa Road,Moderate
6147,Begur Koppa Road,5499.31,Oct-Dec,2027,Begur Koppa Road,Moderate
6148,Begur Koppa Road,5430.3,Jan-Mar,2028,Begur Koppa Road,Moderate
6149,Begur Koppa Road,5536.59,Apr-Jun,2028,Begur Koppa Road,Moderate
6150,Begur Koppa Road,5853.3,Jul-Sep,2028,Begur Koppa Road,Moderate
6151,Begur Koppa Road,5750.76,Oct-Dec,2028,Begur Koppa Road,Moderate
6152,Begur Koppa Road,5564.07,Jan-Mar,2029,Begur Koppa Road,Moderate
6153,Begur Koppa Road,5753.21,Apr-Jun,2029,Begur Koppa Road,Moderate
6154,Begur Koppa Road,6318.88,Jul-Sep,2029,Begur Koppa Road,Moderate
6155,Begur Koppa Road,6530.66,Oct-Dec,2029,Begur Koppa Road,Moderate
6156,Begur Koppa Road,5866.9,Jan-Mar,2030,Begur Koppa Road,Moderate
6157,Begur Koppa Road,5988.52,Apr-Jun,2030,Begur Koppa Road,Moderate
6158,Begur Koppa Road,6677.835,Jul-Sep,2030,Begur Koppa Road,Moderate
6159,Begur Koppa Road,6337.64,Oct-Dec,2030,Begur Koppa Road,Moderate
6160,Bellandur,9678.36,Jan-Mar,2024,Bellandur,Moderate
6161,Bellandur,9333.27,Apr-Jun,2024,Bellandur,Moderate
6162,Bellandur,9076.007333,Jul-Sep,2024,Bellandur,Moderate
6163,Bellandur,9962.964,Oct-Dec,2024,Bellandur,Moderate
6164,Bellandur,12072.47,Jan-Mar,2025,Bellandur,Moderate
6165,Bellandur,11821.576,Apr-Jun,2025,Bellandur,Moderate
6166,Bellandur,9710.116714,Jul-Sep,2025,Bellandur,Moderate
6167,Bellandur,6963.008857,Oct-Dec,2025,Bellandur,Moderate
6168,Bellandur,6508.02,Jan-Mar,2026,Bellandur,Moderate
6169,Bellandur,6544.77,Apr-Jun,2026,Bellandur,Moderate
6170,Bellandur,6667.42,Jul-Sep,2026,Bellandur,Moderate
6171,Bellandur,6732.36,Oct-Dec,2026,Bellandur,Moderate
6172,Bellandur,7193.63,Jan-Mar,2027,Bellandur,Moderate
6173,Bellandur,7253.41,Apr-Jun,2027,Bellandur,Moderate
6174,Bellandur,7338.94,Jul-Sep,2027,Bellandur,Moderate
6175,Bellandur,7357.86,Oct-Dec,2027,Bellandur,Moderate
6176,Bellandur,6832.93,Jan-Mar,2028,Bellandur,Moderate
